"DRUGA","DRUGB","WEIGHT"
"195","10181","1"
"597","3286","1"
"758","3756","1"
"27","6717","1"
"659","6827","3"
"2716","8597","1"
"338","1729","1"
"164","4784","1"
"40","1489","1"
"2338","4209","1"
"218","1783","1"
"267","2333","1"
"262","421","1"
"708","5317","1"
"602","8604","1"
"602","8605","1"
"2333","2336","1"
"4235","27053","1"
"145","620","1"
"4234","13723","1"
"144","22808","1"
"338","3592","1"
"76","12515","1"
"787","2878","1"
"773","3313","1"
"656","3286","1"
"2804","5890","1"
"131","1482","2"
"722","4898","1"
"1976","6361","1"
"136","1121","1"
"269","5578","1"
"81","3245","1"
"631","7724","1"
"753","3943","1"
"331","373","1"
"842","1186","1"
"1159","40243","1"
"494","11976","1"
"842","1183","1"
"553","558","1"
"431","13932","1"
"392","6757","1"
"837","1348","1"
"725","4820","1"
"800","2497","1"
"528","10930","1"
"837","1351","1"
"162","1977","1"
"218","242","1"
"605","8547","1"
"605","8548","1"
"605","8549","1"
"605","8550","1"
"605","8551","1"
"605","8552","1"
"605","8553","1"
"605","8554","1"
"605","8555","1"
"605","8556","1"
"2878","3620","1"
"331","399","1"
"800","2514","1"
"8606","22663","1"
"253","2082","1"
"725","4842","1"
"840","1278","2"
"243","7225","1"
"143","1977","1"
"494","1129","1"
"146","218","1"
"754","3934","1"
"227","6757","1"
"94","2466","1"
"620","1778","1"
"335","1366","1"
"51","994","1"
"564","9845","1"
"753","3987","1"
"467","11024","1"
"685","6094","1"
"150","528","1"
"667","6657","1"
"242","1497","1"
"372","1098","1"
"474","553","1"
"120","6413","1"
"773","1296","1"
"521","3686","1"
"399","607","2"
"692","5890","1"
"688","6015","1"
"712","3619","1"
"202","377","1"
"50","371","1"
"431","620","1"
"69","678","1"
"2238","6854","1"
"6827","12321","1"
"773","3388","1"
"408","14704","1"
"408","14705","1"
"387","15357","1"
"502","11793","1"
"569","9711","1"
"842","1255","1"
"542","10556","1"
"810","2249","1"
"671","6558","1"
"412","14583","1"
"373","399","1"
"282","3743","1"
"431","473","1"
"162","22343","1"
"777","3278","1"
"153","1918","1"
"461","987","1"
"746","4243","3"
"751","4089","1"
"564","9887","1"
"746","4246","1"
"136","1421","1"
"1860","13722","1"
"745","4280","1"
"413","1370","1"
"200","11024","1"
"372","15846","1"
"620","8159","1"
"842","1278","1"
"403","2327","1"
"777","3295","1"
"787","2985","1"
"818","2026","1"
"776","3329","1"
"414","10181","1"
"68","5578","1"
"449","13469","1"
"383","1488","1"
"672","6558","1"
"1996","7831","1"
"2770","7058","1"
"829","1693","1"
"753","4051","1"
"519","721","1"
"18579","41271","1"
"773","3434","1"
"98","11480","1"
"267","16494","1"
"119","10181","1"
"141","7630","1"
"17139","17141","1"
"188","21575","1"
"417","14477","1"
"4881","7166","1"
"241","11024","1"
"188","21576","1"
"617","8281","1"
"372","15876","1"
"728","4842","1"
"372","15878","1"
"837","1465","1"
"372","15880","1"
"746","4288","1"
"413","14611","1"
"372","15881","1"
"809","2338","1"
"372","15883","1"
"372","15877","1"
"735","4635","1"
"372","15879","1"
"13","9628","1"
"2422","17877","1"
"2698","9322","1"
"41817","41818","1"
"41817","41819","1"
"82","4785","1"
"191","21507","1"
"372","15882","1"
"171","2029","1"
"754","4051","1"
"753","4089","1"
"17140","17141","1"
"720","5114","1"
"7932","34234","1"
"706","3135","1"
"421","2451","1"
"293","18355","1"
"371","538","1"
"569","621","1"
"837","1494","1"
"415","5931","1"
"838","1465","1"
"2482","7127","1"
"427","678","1"
"200","21246","1"
"123","16494","1"
"253","1269","1"
"628","721","1"
"242","19948","1"
"461","599","1"
"2419","2423","1"
"125","2257","1"
"2006","9068","1"
"1899","7557","1"
"755","4051","1"
"41818","41819","1"
"633","3464","1"
"840","1419","1"
"65","25444","1"
"840","1421","1"
"123","4146","1"
"4820","7630","1"
"123","431","1"
"51","1353","3"
"131","3505","1"
"133","553","2"
"155","22663","1"
"633","1405","1"
"255","1610","1"
"1159","39873","1"
"519","3633","1"
"787","3076","1"
"20","519","1"
"2372","5784","1"
"142","3373","1"
"4898","6711","1"
"800","2678","1"
"787","3081","1"
"94","3038","1"
"150","253","3"
"688","6154","1"
"847","1225","1"
"69","25344","1"
"847","1228","1"
"129","1121","1"
"191","21563","1"
"810","2372","1"
"800","2689","1"
"40","3245","1"
"856","952","1"
"735","4697","1"
"270","1918","1"
"2340","5784","1"
"2482","3686","1"
"668","6788","1"
"842","1380","1"
"119","373","1"
"335","17114","1"
"607","8683","1"
"98","373","1"
"3987","34977","1"
"563","10050","1"
"786","3138","1"
"141","7558","1"
"346","1729","1"
"143","3373","1"
"659","751","1"
"324","11024","1"
"89","1098","1"
"462","628","1"
"76","14278","1"
"119","23824","1"
"751","4232","1"
"372","15983","1"
"2243","3619","1"
"817","1370","1"
"99","3743","1"
"134","145","1"
"412","14748","1"
"787","1294","1"
"689","6163","1"
"1231","41368","1"
"2796","6384","2"
"685","6290","1"
"196","21449","1"
"98","399","1"
"1899","7630","1"
"176","752","1"
"444","4450","1"
"238","9127","1"
"90","24742","1"
"773","3570","1"
"608","1783","1"
"494","745","1"
"620","8316","1"
"119","7558","1"
"573","9775","1"
"446","2085","1"
"377","628","1"
"418","14583","1"
"172","474","2"
"80","13738","1"
"94","24630","1"
"721","5149","1"
"145","473","1"
"51","7630","1"
"2727","8547","1"
"2727","8548","1"
"2727","8549","1"
"2727","8550","1"
"2727","8551","1"
"2727","8552","1"
"2727","8553","1"
"2727","8554","1"
"620","8330","1"
"2727","8556","1"
"633","7934","1"
"2727","8555","1"
"1637","42348","1"
"809","2482","1"
"2560","13738","1"
"335","1778","1"
"2093","3686","1"
"842","1457","1"
"861","865","1"
"770","3697","1"
"809","2489","1"
"2471","16494","1"
"349","461","1"
"177","1783","1"
"239","2772","1"
"451","13571","1"
"723","5160","1"
"52","538","2"
"338","4695","3"
"59","13028","1"
"142","4261","1"
"4654","4786","1"
"829","1853","1"
"444","13817","1"
"861","891","1"
"444","13818","1"
"444","13819","1"
"155","6670","1"
"753","4243","3"
"469","13048","1"
"349","659","1"
"753","4240","1"
"785","3245","1"
"96","2879","2"
"98","11024","1"
"119","11024","1"
"238","5510","1"
"276","3286","1"
"84","1121","1"
"0","569","1"
"125","5578","1"
"423","14486","1"
"6376","7831","2"
"150","373","1"
"165","751","2"
"461","751","1"
"380","599","1"
"754","4231","1"
"242","994","1"
"89","538","2"
"561","10217","1"
"754","4235","1"
"13","179","1"
"6324","6854","2"
"861","921","1"
"140","3373","1"
"143","23181","1"
"52","125","1"
"263","2072","1"
"264","19433","1"
"842","1516","1"
"165","349","1"
"4898","6854","1"
"165","1800","2"
"773","3659","1"
"94","1918","1"
"4947","5339","1"
"2855","4656","1"
"4671","6757","1"
"82","4784","1"
"144","16494","1"
"772","3697","1"
"174","1121","1"
"538","800","1"
"146","528","1"
"267","1778","1"
"671","6833","2"
"469","10611","1"
"601","9005","1"
"4243","27175","1"
"4806","9724","1"
"84","25035","1"
"773","3677","1"
"509","1851","1"
"142","22574","1"
"557","1861","1"
"657","2327","1"
"836","1729","1"
"99","7557","1"
"96","1880","1"
"125","553","1"
"200","21449","1"
"502","2772","2"
"2317","5784","1"
"2392","19036","1"
"773","3690","1"
"629","6670","1"
"143","10181","1"
"94","24742","1"
"856","1121","1"
"2651","6827","1"
"165","599","1"
"787","3263","1"
"14","892","1"
"125","2466","1"
"255","1613","1"
"380","659","1"
"8597","23302","1"
"861","974","1"
"861","975","1"
"73","16494","1"
"706","5780","1"
"461","659","1"
"147","11024","1"
"155","6757","1"
"133","5784","1"
"253","2065","1"
"725","5200","2"
"20","721","1"
"271","4398","1"
"452","13666","1"
"452","13667","1"
"2327","2358","1"
"861","987","2"
"431","1918","1"
"522","11501","1"
"540","3923","1"
"146","2656","1"
"617","5931","1"
"640","7847","1"
"2","2650","1"
"367","559","1"
"3954","21653","1"
"202","519","1"
"126","133","1"
"540","4398","1"
"80","1778","1"
"246","7508","1"
"431","1294","1"
"707","5780","1"
"10398","25039","1"
"569","607","1"
"4206","28386","1"
"4206","28387","1"
"2872","4206","1"
"2732","8547","1"
"2732","8548","1"
"2732","8549","1"
"2732","8550","1"
"2732","8551","1"
"2732","8552","1"
"2732","8553","1"
"2732","8554","1"
"2732","8555","1"
"2732","8556","1"
"453","13667","2"
"453","13665","2"
"453","13666","2"
"692","6258","1"
"453","13664","1"
"2482","16302","1"
"773","3746","1"
"861","1029","1"
"641","7850","1"
"251","19941","1"
"4206","28388","1"
"793","3131","1"
"377","462","1"
"865","896","1"
"725","5252","1"
"777","3620","1"
"866","868","1"
"2649","9317","1"
"77","25344","1"
"793","3134","1"
"840","1693","1"
"98","165","1"
"136","1783","1"
"865","921","1"
"861","1046","1"
"1337","39892","1"
"3774","41817","1"
"3774","41818","1"
"3774","41819","1"
"360","16582","1"
"599","659","1"
"31","218","2"
"644","3686","1"
"40","3286","1"
"810","2637","1"
"218","1880","1"
"842","1647","1"
"800","2422","1"
"599","926","1"
"451","10611","1"
"283","2327","1"
"98","10181","1"
"366","2879","2"
"380","751","1"
"129","2022","1"
"150","11480","1"
"14","7225","1"
"153","2716","1"
"282","3619","1"
"60","25902","1"
"60","25903","1"
"810","2654","1"
"200","3037","1"
"20629","43627","1"
"183","773","1"
"809","2689","1"
"728","5200","1"
"90","449","1"
"20","4785","1"
"866","926","1"
"20","4787","1"
"621","773","2"
"149","365","1"
"30","1421","1"
"165","926","1"
"2868","4406","1"
"26","5445","1"
"94","1861","1"
"136","1410","1"
"143","1613","1"
"4393","22672","1"
"2185","6670","1"
"99","10181","1"
"2515","15357","1"
"514","678","1"
"1637","42577","1"
"224","544","1"
"119","7630","1"
"150","563","1"
"1860","13723","1"
"20","377","1"
"76","462","1"
"802","2933","1"
"720","5476","1"
"2339","3619","1"
"842","1693","1"
"722","1847","1"
"837","1853","1"
"219","1902","1"
"865","987","1"
"99","3619","1"
"868","896","1"
"751","4523","1"
"80","126","1"
"774","3813","1"
"777","3720","1"
"119","7830","1"
"105","5445","1"
"335","773","1"
"248","621","1"
"20","628","1"
"260","3464","1"
"44","345","1"
"52","553","1"
"113","224","1"
"267","431","1"
"2827","5718","1"
"674","1040","1"
"1785","16494","1"
"773","3859","2"
"607","621","1"
"113","231","1"
"608","8977","1"
"267","1783","1"
"6785","14100","1"
"335","607","1"
"837","1882","1"
"323","426","1"
"557","1918","1"
"14","137","1"
"633","6670","1"
"861","1143","1"
"451","13854","1"
"861","1144","1"
"747","4679","1"
"747","4680","1"
"202","462","1"
"868","926","1"
"131","5825","1"
"191","15366","1"
"837","1896","1"
"539","2879","2"
"139","1800","1"
"728","5278","1"
"842","1745","1"
"218","3135","1"
"723","5436","1"
"817","1488","1"
"1729","16135","1"
"367","16475","1"
"64","10116","1"
"2560","7127","1"
"4966","4981","2"
"2560","3592","1"
"479","2423","1"
"2872","4362","1"
"590","9568","1"
"590","9569","1"
"590","9570","1"
"141","10611","1"
"143","1902","2"
"90","98","1"
"569","773","1"
"753","4523","1"
"4513","19036","1"
"2547","14447","1"
"230","20738","1"
"230","20737","1"
"230","20741","1"
"230","20742","1"
"745","4778","1"
"2760","7850","1"
"230","20744","1"
"153","23133","1"
"153","23134","1"
"248","5825","1"
"230","20743","1"
"230","20740","1"
"230","20736","1"
"0","621","1"
"357","3286","1"
"230","20739","1"
"628","8417","1"
"408","2358","1"
"787","789","1"
"98","5149","1"
"24953","40778","1"
"24953","40779","1"
"16042","28081","1"
"125","2072","1"
"31","136","1"
"267","1472","2"
"1918","14073","1"
"6085","35869","1"
"6085","35870","1"
"195","21853","1"
"749","4680","1"
"629","8401","1"
"629","8402","1"
"629","8403","1"
"829","2204","2"
"861","1213","1"
"558","10607","1"
"629","8404","1"
"629","8405","1"
"629","8406","1"
"629","8407","1"
"659","926","1"
"216","2879","1"
"294","2327","1"
"865","1098","1"
"144","659","1"
"175","22424","1"
"247","558","1"
"4125","10611","1"
"113","544","1"
"1899","7558","1"
"633","6757","1"
"360","16761","1"
"418","5784","1"
"40","2373","1"
"51","4398","1"
"153","1861","1"
"6135","13028","1"
"1800","16135","1"
"2510","5784","1"
"836","2013","1"
"94","4513","1"
"774","3937","1"
"99","2072","1"
"131","1294","1"
"1623","43157","1"
"1623","43158","1"
"4556","17771","1"
"706","6048","1"
"751","4654","1"
"8597","23576","1"
"5430","29883","1"
"710","5931","1"
"861","1251","1"
"365","518","1"
"787","2466","1"
"2744","8417","1"
"777","3859","1"
"101","5510","1"
"133","1034","1"
"94","25035","1"
"131","12714","1"
"864","1167","1"
"2067","2150","1"
"482","13011","1"
"218","14980","1"
"191","3313","1"
"12","89","4"
"865","1121","1"
"865","1143","1"
"6894","10853","1"
"865","1144","1"
"6","514","1"
"543","544","1"
"142","7630","1"
"1194","36386","1"
"707","6048","1"
"50","538","2"
"441","6670","1"
"12","800","1"
"856","1433","1"
"2560","3850","2"
"659","987","1"
"474","558","1"
"2847","5252","1"
"40","169","1"
"522","11793","1"
"31","219","1"
"76","868","3"
"422","2650","1"
"633","8356","1"
"678","1502","1"
"573","10218","1"
"122","547","1"
"357","4513","1"
"4642","15154","1"
"829","2286","1"
"563","1353","1"
"829","2288","1"
"274","773","1"
"216","1987","1"
"77","14278","1"
"569","9317","1"
"133","14278","1"
"800","2373","1"
"255","2134","1"
"563","1497","1"
"2","6198","1"
"753","4654","1"
"89","1803","1"
"323","408","1"
"178","4146","1"
"367","14278","1"
"125","474","1"
"561","3591","1"
"12","371","1"
"202","628","2"
"68","3743","1"
"372","16475","1"
"140","7558","1"
"520","1736","1"
"868","892","1"
"520","4988","1"
"205","10181","1"
"375","5510","1"
"773","4051","1"
"786","3649","1"
"372","1778","1"
"787","3620","1"
"770","4148","4"
"80","563","1"
"787","2083","1"
"66","25975","1"
"462","659","1"
"745","4928","1"
"191","2797","1"
"2401","19130","1"
"243","7127","1"
"2373","2422","1"
"688","6700","1"
"861","1337","1"
"183","621","1"
"248","9317","1"
"747","4875","1"
"876","877","8"
"0","773","1"
"378","16317","1"
"479","6517","1"
"470","13467","1"
"2659","11145","1"
"162","1902","1"
"865","1225","1"
"2243","3743","1"
"140","22574","1"
"865","1228","1"
"2","1647","1"
"2238","13028","1"
"774","4052","1"
"13","149","1"
"52","558","1"
"12","11024","1"
"272","1090","1"
"235","10181","1"
"735","5267","1"
"51","7557","1"
"553","10911","1"
"751","4774","1"
"255","5445","1"
"150","402","1"
"144","14278","1"
"5823","44154","1"
"133","284","1"
"239","752","1"
"558","1034","1"
"52","800","1"
"861","1373","1"
"877","878","1"
"751","4784","1"
"751","4785","1"
"751","4786","1"
"751","4787","1"
"771","1319","1"
"239","5784","1"
"99","1783","1"
"33","485","1"
"1969","15366","1"
"317","9068","1"
"33","27053","1"
"164","17637","1"
"2650","2949","1"
"372","616","1"
"772","4148","2"
"753","4737","1"
"119","7557","1"
"659","868","1"
"2096","10116","1"
"139","1410","1"
"1992","6670","1"
"1943","11024","1"
"840","2048","1"
"52","371","1"
"99","7630","1"
"608","9243","1"
"144","23628","1"
"837","2146","1"
"842","1992","1"
"865","1280","1"
"267","1098","1"
"749","4875","1"
"96","1902","1"
"878","881","1"
"26","2094","1"
"216","1902","1"
"431","1861","1"
"2772","7707","1"
"140","4261","1"
"427","1502","1"
"196","1729","1"
"2339","3743","1"
"4760","6670","1"
"773","4146","1"
"469","13571","1"
"121","11480","1"
"866","1263","1"
"410","3313","1"
"216","4398","1"
"84","1421","1"
"6854","12250","1"
"360","5931","1"
"747","4961","1"
"269","865","1"
"847","1863","1"
"422","2949","1"
"98","331","1"
"391","10116","1"
"6084","36128","1"
"838","2146","1"
"6084","36130","1"
"6084","36131","1"
"840","2087","1"
"6084","36133","1"
"753","4784","1"
"753","4785","1"
"566","10586","1"
"840","2093","1"
"202","7507","1"
"753","4786","1"
"753","4787","1"
"51","1803","1"
"2048","6533","1"
"6401","26316","1"
"774","4146","1"
"518","12083","1"
"149","518","1"
"1241","40843","1"
"2607","7507","1"
"800","3345","1"
"133","9317","1"
"773","4184","1"
"2766","7938","1"
"156","23313","1"
"156","23314","1"
"876","994","1"
"200","6199","1"
"80","473","1"
"667","7477","1"
"758","4656","1"
"113","122","1"
"165","1721","2"
"218","4564","1"
"868","1251","1"
"687","6863","1"
"14","5149","1"
"431","11480","1"
"2813","6496","1"
"2","8202","1"
"557","2770","1"
"9317","41368","1"
"730","5537","1"
"217","10116","1"
"20","521","1"
"14324","42878","1"
"868","1263","1"
"335","2562","1"
"572","10116","1"
"608","2656","1"
"6936","9767","1"
"462","13854","1"
"13","9629","1"
"441","6757","1"
"149","2650","1"
"749","4961","1"
"877","994","1"
"2656","11382","1"
"2656","11383","1"
"2656","11384","1"
"2656","11385","1"
"2082","29179","1"
"118","24528","1"
"153","11199","1"
"335","7508","1"
"150","23540","1"
"150","23541","1"
"338","2314","1"
"4977","4978","1"
"4977","4979","1"
"243","5784","1"
"810","3086","1"
"773","4234","1"
"773","4235","1"
"140","1493","1"
"15207","15535","1"
"800","3401","1"
"868","1294","1"
"258","8424","1"
"659","754","1"
"810","2392","1"
"4243","7039","1"
"20","559","1"
"231","544","1"
"248","6325","1"
"861","1519","1"
"787","3813","1"
"360","10611","1"
"133","219","1"
"2072","2257","1"
"399","621","3"
"422","15134","1"
"119","24528","1"
"141","7557","1"
"2351","7508","1"
"242","1803","1"
"842","2119","1"
"629","1220","1"
"2770","3038","1"
"76","1778","1"
"4978","4979","1"
"728","5658","1"
"183","399","1"
"2673","10901","1"
"193","510","1"
"91","3464","1"
"777","4144","1"
"449","14312","1"
"10750","22663","1"
"267","19954","1"
"134","24081","1"
"99","3846","1"
"881","926","1"
"752","921","1"
"53","2065","1"
"1159","39892","1"
"2289","22808","1"
"227","6670","1"
"159","948","1"
"1337","40243","1"
"149","2716","1"
"119","247","1"
"31","721","1"
"349","1853","1"
"142","7557","1"
"51","22574","1"
"158","12768","1"
"264","7507","1"
"264","7508","1"
"728","5686","1"
"872","1223","1"
"154","10116","1"
"141","10356","1"
"829","2559","1"
"2289","10116","1"
"136","3743","1"
"868","1353","1"
"2185","6757","1"
"317","1783","1"
"262","20142","1"
"868","979","1"
"787","788","1"
"76","3756","1"
"80","9317","1"
"150","399","1"
"255","2599","1"
"754","892","1"
"418","3686","1"
"149","1918","1"
"51","1493","1"
"392","6670","1"
"76","2700","1"
"143","191","1"
"840","2238","1"
"706","6392","1"
"1809","17637","1"
"96","2085","1"
"380","926","1"
"1803","36386","1"
"509","2065","1"
"810","2580","1"
"496","12910","1"
"842","2185","1"
"631","8727","1"
"474","1034","1"
"881","979","1"
"877","1103","1"
"1999","9068","1"
"2482","3846","2"
"80","163","1"
"881","984","1"
"2797","7125","1"
"365","511","1"
"221","21447","1"
"269","6757","1"
"787","1488","1"
"563","1803","1"
"810","2562","1"
"143","2134","1"
"881","993","1"
"202","7508","1"
"2796","7166","2"
"745","5211","1"
"294","2358","1"
"708","6361","1"
"2238","9068","1"
"172","1034","1"
"89","800","1"
"76","1647","1"
"29","154","1"
"10181","14278","1"
"122","224","1"
"272","1549","1"
"472","13686","1"
"646","8292","1"
"123","1502","1"
"878","1103","2"
"82","6670","1"
"122","231","1"
"0","1296","2"
"773","4362","1"
"747","5169","1"
"467","13850","1"
"868","1405","1"
"357","426","1"
"553","1034","1"
"99","2257","1"
"335","7507","1"
"141","4261","1"
"865","1519","1"
"4847","9150","1"
"246","7507","1"
"0","607","1"
"521","559","1"
"494","1549","1"
"728","5772","1"
"824","2797","1"
"659","892","1"
"380","987","1"
"881","1033","1"
"800","3545","1"
"89","1497","1"
"297","5112","1"
"191","22424","1"
"144","2770","1"
"253","607","1"
"11","7507","1"
"10636","26316","1"
"2695","4988","1"
"2392","4513","1"
"431","4983","1"
"191","1114","1"
"242","2327","1"
"221","21507","1"
"787","3962","1"
"113","547","1"
"261","2879","2"
"136","24146","1"
"2482","3591","1"
"563","10911","1"
"263","2257","1"
"659","1721","1"
"144","6325","1"
"635","8683","1"
"692","6916","1"
"800","3570","2"
"399","1296","1"
"540","1902","1"
"2659","11480","1"
"183","335","1"
"269","6670","1"
"745","5281","1"
"459","14147","1"
"885","943","1"
"763","4723","1"
"840","2340","1"
"403","2358","1"
"364","7507","1"
"77","25996","1"
"2694","10406","1"
"77","25997","1"
"276","8202","2"
"247","2964","1"
"751","5107","1"
"4952","5949","1"
"870","1419","1"
"749","5169","1"
"883","1018","1"
"469","13854","1"
"840","2351","1"
"3974","24645","1"
"631","8835","1"
"224","543","1"
"349","926","1"
"30","2044","1"
"4671","6670","1"
"417","15474","1"
"166","678","1"
"186","2134","1"
"141","6642","1"
"129","24406","1"
"133","24283","1"
"104","2392","1"
"65","2083","1"
"82","6757","1"
"510","12600","1"
"371","800","1"
"871","1411","1"
"783","2964","1"
"745","5319","1"
"40","2422","1"
"13","518","1"
"462","892","1"
"599","1721","1"
"861","1728","1"
"461","926","1"
"94","2716","1"
"4209","29015","1"
"159","1549","1"
"68","26316","1"
"836","2509","1"
"620","9205","1"
"267","1040","1"
"159","12768","1"
"609","9550","3"
"6199","32869","1"
"33","7508","1"
"372","12714","1"
"425","7508","1"
"754","1405","1"
"183","607","1"
"2","2949","1"
"872","1405","1"
"68","6827","1"
"510","3313","1"
"147","2562","1"
"140","7630","1"
"462","754","1"
"558","11145","1"
"6765","15337","1"
"2013","31578","1"
"881","1135","1"
"742","5445","1"
"865","1630","1"
"800","3649","1"
"6863","12305","1"
"133","892","1"
"125","267","1"
"712","6381","1"
"889","894","1"
"30","1647","1"
"50","800","1"
"20","1502","1"
"646","2327","1"
"18533","25039","1"
"2607","7508","1"
"31","1165","1"
"2827","6361","1"
"98","449","3"
"703","6670","1"
"31","476","1"
"467","12714","1"
"599","987","1"
"840","2392","1"
"712","4744","1"
"1330","39410","1"
"1131","43370","1"
"2340","7103","1"
"4898","7707","1"
"4235","12685","1"
"1351","39410","1"
"773","4513","1"
"80","25996","1"
"80","25997","1"
"349","7507","1"
"200","752","1"
"4578","6757","1"
"191","4983","1"
"1241","40842","1"
"2099","14073","1"
"338","4146","2"
"140","24146","1"
"180","7507","1"
"223","21575","1"
"223","21576","1"
"846","2264","1"
"633","8868","1"
"4635","15876","1"
"800","3690","1"
"4635","15878","1"
"861","1804","1"
"4635","15877","1"
"4635","15881","1"
"4635","15882","1"
"810","3389","1"
"774","4506","2"
"144","2716","1"
"4635","15883","1"
"753","5160","1"
"861","1813","1"
"191","22583","1"
"747","5346","1"
"590","10217","1"
"191","22584","1"
"120","19938","1"
"31","521","1"
"861","1820","2"
"1865","11480","1"
"4635","15879","1"
"4635","15880","1"
"631","8954","1"
"881","1205","1"
"493","13234","1"
"601","9887","1"
"99","4540","1"
"268","511","1"
"94","9317","1"
"840","2482","2"
"10","7507","1"
"52","1034","2"
"556","7103","1"
"4680","6517","1"
"349","17708","1"
"263","2797","1"
"131","9068","1"
"262","905","1"
"534","6199","1"
"335","569","1"
"80","402","1"
"773","4571","1"
"282","18415","1"
"2476","17316","2"
"242","2314","1"
"40","16272","1"
"2810","5012","1"
"410","15802","1"
"123","24728","1"
"4578","6670","1"
"865","1728","1"
"837","2597","1"
"90","12714","1"
"253","402","1"
"773","4584","1"
"659","979","1"
"48","1410","1"
"703","6757","1"
"262","20429","1"
"205","9317","1"
"136","2392","1"
"282","4761","1"
"260","20495","1"
"462","868","1"
"425","7507","1"
"773","4595","1"
"1721","40744","1"
"444","14796","1"
"799","3792","1"
"891","940","2"
"14","868","1"
"80","659","1"
"165","659","1"
"94","5149","1"
"629","9068","1"
"2907","3987","1"
"195","4188","1"
"2716","2770","1"
"77","2964","1"
"43","6533","1"
"283","2964","1"
"878","1356","1"
"838","2597","1"
"145","24081","1"
"113","543","1"
"82","6533","1"
"2451","6199","1"
"453","13717","1"
"573","2562","1"
"2455","3135","1"
"30","9317","1"
"76","7507","1"
"76","7508","1"
"544","547","1"
"2392","2580","1"
"68","4744","1"
"31","367","1"
"51","10356","1"
"191","6199","1"
"680","2562","1"
"2130","4446","1"
"143","4261","1"
"891","974","1"
"891","975","1"
"172","2964","1"
"80","26115","1"
"837","2651","1"
"76","12714","1"
"31","7540","1"
"20","1647","1"
"629","7508","1"
"129","295","1"
"99","3591","1"
"839","2597","1"
"86","1851","1"
"891","987","1"
"145","894","1"
"861","1919","1"
"218","21853","1"
"678","7594","1"
"520","3313","1"
"231","543","1"
"27","3247","1"
"357","5614","1"
"125","2797","1"
"262","5445","1"
"706","6642","1"
"80","262","1"
"840","2580","1"
"238","2134","1"
"251","12714","1"
"1992","6757","1"
"4540","4761","1"
"284","19822","1"
"143","2666","1"
"30","1820","1"
"557","2716","1"
"60","6670","1"
"77","12714","1"
"12057","24645","1"
"628","8424","1"
"892","979","1"
"865","1820","1"
"9005","11625","1"
"349","12768","1"
"861","1944","1"
"2336","12714","1"
"12","538","2"
"800","3841","1"
"12","2392","1"
"620","9423","1"
"133","868","3"
"520","12515","1"
"412","4398","1"
"840","2607","1"
"14","7508","1"
"842","2547","1"
"891","1029","1"
"2026","31380","1"
"40","5676","1"
"133","659","1"
"136","1647","1"
"2072","2698","1"
"200","511","1"
"894","943","1"
"4990","5040","1"
"2411","8723","1"
"191","2438","1"
"51","2327","1"
"364","7508","1"
"829","2964","1"
"270","2716","1"
"569","1296","1"
"131","295","1"
"462","979","1"
"69","22251","1"
"126","892","1"
"242","13665","1"
"2928","3439","1"
"809","3592","1"
"76","892","1"
"571","2327","1"
"212","367","1"
"147","9068","1"
"380","426","1"
"865","1863","1"
"2048","7507","1"
"2048","7508","1"
"165","18415","1"
"282","4540","2"
"195","3135","1"
"172","2646","1"
"248","1296","2"
"1472","39410","1"
"774","4693","1"
"518","1455","1"
"78","165","1"
"26","27884","1"
"196","2314","1"
"2","2065","1"
"312","13665","1"
"1488","40842","1"
"894","981","1"
"689","7336","1"
"216","14980","1"
"143","4564","1"
"104","9004","1"
"6670","6757","1"
"81","3612","2"
"5366","36386","1"
"896","927","1"
"200","559","1"
"241","4398","1"
"759","2327","1"
"253","563","1"
"2376","5012","1"
"2673","11382","1"
"2673","11383","1"
"868","1803","1"
"2673","11384","1"
"2673","11385","1"
"753","5368","1"
"721","6363","1"
"889","1151","1"
"2301","22922","1"
"270","2770","1"
"2716","3038","1"
"779","4571","1"
"894","992","1"
"242","13717","1"
"94","12768","1"
"15","293","1"
"267","8202","2"
"134","262","2"
"216","295","1"
"896","952","2"
"323","380","1"
"216","2134","1"
"136","5012","1"
"754","5358","1"
"2","7143","1"
"865","1919","1"
"2338","13665","1"
"890","1146","1"
"2339","4744","1"
"94","19938","1"
"455","10356","1"
"754","5366","1"
"777","4654","1"
"129","24742","1"
"99","25674","1"
"372","3184","1"
"2760","8721","1"
"173","1228","1"
"325","2562","1"
"373","2134","1"
"40","248","6"
"599","10181","1"
"293","558","2"
"59","2392","1"
"12","12271","1"
"2072","2797","1"
"20","2029","1"
"891","1135","1"
"129","2392","1"
"2288","18416","1"
"865","1944","1"
"420","7225","1"
"868","1853","1"
"1630","15802","1"
"142","1783","1"
"881","1453","1"
"6","22251","1"
"891","1145","2"
"349","7508","1"
"894","1054","1"
"563","11316","1"
"60","12714","1"
"135","5865","1"
"133","12714","1"
"755","5368","1"
"746","5648","1"
"119","18416","1"
"800","3976","1"
"184","1128","1"
"323","810","1"
"261","4398","1"
"125","1034","1"
"6201","7507","1"
"84","1647","1"
"653","3184","1"
"165","18416","1"
"33","267","1"
"712","4761","1"
"788","789","1"
"399","7508","1"
"163","516","1"
"4881","8551","1"
"65","2466","1"
"521","1165","1"
"15","125","1"
"251","3247","1"
"2286","18415","1"
"20629","44657","1"
"708","6849","1"
"881","1487","3"
"711","6755","1"
"387","2438","1"
"200","18415","1"
"162","2044","2"
"890","1213","1"
